ID,URL,3/24/22 9:18,3/24/22 9:29,3/24/22 9:39,3/24/22 10:02,3/24/22 10:12,3/24/22 10:23,3/24/22 10:33,3/24/22 10:44,3/24/22 10:54,3/24/22 11:04,3/24/22 11:15,3/24/22 11:26,3/24/22 11:36,3/24/22 11:47,3/24/22 11:57,3/24/22 12:08,3/24/22 12:18,3/24/22 12:28,3/24/22 12:39,3/24/22 12:50,3/24/22 13:00,3/24/22 13:11
7470175,http://www.medicalplanplus.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470173,https://app-lbk.rechazatucompra-web.site/,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14
7470177,https://sign.case-payplsummary-update-xanihda.store/cgi-sys/defaultwebpage.cgi,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7470176,https://sign.case-payplsummary-update-xanihda.store/signin,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7470187,https://www.viseasi.com,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7470186,https://www.mesaoer.com,13,13,13,-1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7470185,https://amaozuner.sdgfsd1.xyz/jp,6,6,6,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7470183,https://www.maczecer.icu,14,14,14,-1,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
7470192,http://codashop-gratisdisini.duckdns.org/free-fire/,17,17,17,-1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
7470193,https://www.cpicjl.com,15,15,15,-1,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17
7470191,http://wheretobuyhomedecor.cf,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470188,http://horsehomedecor.cf,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470208,https://nicenfancy.com/0/0/0/4d60efcf99074966d23ade708b258ce0/47/1189-12915/1428507-344-236939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470207,http://100000000000969696842565966.tk/Login_to_Facebook.html,18,18,18,18,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,20,20
7470200,https://wingords.com/ff9b2fe04908841000/47/1193-12983/2766095-3-230690,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470197,https://s4f3ty-r3port-p4ge.000webhostapp.com/index.php,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17
7470212,https://healthyarizonplus.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470196,http://jimolakomja.co.uk/track/c13020HKqzy900671unkF1449sIo230732tGxW1197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470226,http://tsoreantor.penayuilgentrioafloawer.link/,12,12,12,12,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,15,15,15
7470224,http://ytmoisf.co.vu/metas.Admin-Pages.html,14,14,14,14,14,14,14,14,14,14,14,14,16,16,16,16,18,18,18,18,18,18
7470216,https://creddo00maticpa.webcindario.com/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470215,http://claim-bundle9vnt.duckdns.org/,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,19
7470233,https://wallet.polyghon.technology/,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14,14,14,14,14,14
7470232,http://akunshopbisniss.co.vu/confirmid.php,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,18,18,18,18,18,18
7470231,http://qwferiat.ngyatngjihuremanitreta.link/,12,12,12,12,12,12,12,12,12,12,12,12,18,18,18,18,18,18,18,18,18,18
7470230,https://setupconfirmationidentity.co.vu/confirmid.php,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,21,21,21,21,21,21
7470229,http://hynianuolae.galplanthyulovraegnitilomb.link/,13,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17
7470228,http://pgesaccntspprtaccs.co.vu/confirmid.php,17,17,17,17,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19
7470227,http://ansazv.co.vu/recove.html,14,14,14,14,14,14,14,14,14,14,14,14,18,18,18,18,18,18,18,18,18,18
7470237,https://welpdergo.com/ff9b2fdd8e8a94e000/47/1072-13047/1427614-109-236413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470235,https://wingords.com/ff9b2f91fa5099c800/47/1197-13020/1427614-109-230732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470240,http://paypal.com.dragoeuf.me/#signin,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7470239,http://paypal.com.kralania.club/#sigin,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7470246,http://exodus.email,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7470245,http://sliasaie.frentealiogoberanika.link/,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11
7470253,https://flannel-fluttering-aura.glitch.me/#Y,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13
7470252,https://btmantance.weebly.com/,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
7470251,https://auth-dapps.net/claim,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7470250,http://www.cobrar.yape.linkyed.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470259,https://demae-smit.club,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7470256,https://mailgmxuuaktualisieren.yolasite.com/,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
7470271,https://www.merisabji.in/wp-content/plugins/accesspress-social-share/fonts/,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5
7470260,https://aiu.tomdz.shop/,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7470289,https://ontimeverify.com/tatra/,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12
7470287,http://aruba-fattura.myvnc.com/,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7
7470277,https://swisscom.bizwebs.com,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7470293,https://axiemarketplaceaxie.weebly.com/,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7470305,https://mexcbl.com/,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7470303,https://my-pos-web.com/,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7470297,https://gabodevelop.net/auth.sso.biglobe.ne.jp3/W/index.php,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7470316,http://my-paidy-jp.com/,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
7470315,https://mypaidy-inform.com/,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11
7470314,https://www.mobiliesuisa.com.sxjzdk.com/index.html,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7470311,https://www.mobiliesuisa.com.romddjx.com/,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7470306,https://www.visa-co.jp.customer-shop.xyz/cardinfo.php?ignin&openid.idec_handle=jpenid.net%2Fauth%2F2.0&&ref_=nav_em_hd_clc_signin,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
7470317,http://www.csigikes.hu/start/go/,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14
7470329,http://amazon.co.jp.jyswzhs.com/,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17
7470327,https://pro-nft.io/wallet/,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7470326,https://curbaware.com/DE/n26_fr-m3tri/Error.php?hash=NzcyNzI5ODY5ODQ3&token=TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxM180IGxpa2UgTWFjIE9TIFgpIEFwcGxlV2ViS2l0LzYwNS4xLjE1IChLSFRNTCwgbGlrZSBHZWNrbykgVmVyc2lvbi8xMy4xIE1vYmlsZS8xNUUxNDggU2FmYXJpLzYwNC4xMTE2LjIwMi4xNC4yNDEyMDIyOk1hcjpUaHU=,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11
7470325,https://curbaware.com/DE/n26_fr-m3tri/n26-log.php?token=TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxM180IGxpa2UgTWFjIE9TIFgpIEFwcGxlV2ViS2l0LzYwNS4xLjE1IChLSFRNTCwgbGlrZSBHZWNrbykgVmVyc2lvbi8xMy4xIE1vYmlsZS8xNUUxNDggU2FmYXJpLzYwNC4xMTE2LjIwMi4xNC4yNDEyMDIyOk1hcjpUaHU=,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7470324,https://modernconceptsplans.com/it/docs/n/fm7/,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14
7470323,https://curbaware.com/DE/n26_fr-m3tri/Error.php?MzQuMTk4LjQ2LjExODIwMjI6TWFyOlRodQ==,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7470322,https://curbaware.com/DE/n26_fr-m3tri/,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,13,13,13,13,13,13
7470336,https://bluemooseroofing.com/www.lbpiaccess.com/landbank/,5,5,7,7,7,7,7,7,7,7,7,7,7,6,6,6,8,8,8,8,8,8
7470333,https://dappstools.io/integratewallet/dapps.html,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,12,12,12,12,12,12
7470332,https://www.refutnm.live/,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7470331,http://www.csigikes.hu/c/function/alleg/logowanie.php,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
7470338,https://auonepay-jp.lotant.shop/,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,10
7470337,https://victory.webc5.vn/f1/index(17).html,11,11,11,11,11,11,11,11,11,11,11,11,14,14,14,14,13,13,13,13,13,13
7470355,https://shellafashion.com/login.php,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
7470352,http://pathbanking.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470350,http://fiverrcourse.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470342,http://coollora.gq,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470357,http://aruba-sys.serveirc.com/,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10
7470330,http://amazon.co.jp.permis-a2a.com/,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,17,17,17,17,17
7470367,https://trusting-neumann.107-172-250-34.plesk.page/societete-generale-pass-securite-clientele/authen/2c3663204c09f1e/login.php?#signin,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18
7470365,https://han.gl/ydQdE,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7470364,https://1pfqavhzbmrtz0-h6wrjhcs6tt9fwphome.weebly.com/,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13
7470363,https://2solana.net/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470375,https://hoskinsonada-x2.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470374,https://www.s.jenumroccs.icu,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13
7470371,https://navi6.com,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14
7470368,https://www.cognitoforms.com/Agt12/OUTLOOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6
7470384,http://manulanonline.co.il/wp-content/libershort/,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7470378,http://roadtripmanager.com/rfq/product/zphejecxpocn/tmb/...login/quote/,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,16,16,16,16,16
7470399,http://dr-martens-hu.com/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12
7470409,https://polska-fx.fun/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470414,https://on0r3-2atf5.ondigitalocean.app,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15
7470412,https://politicesnet.weebly.com/,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14,14,14,14
7470411,https://storage.googleapis.com/f0lder/OneFile.html,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7470410,https://test4driv3.s3.amazonaws.com/pr0p0sal892.html,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
