ID,URL,3/25/22 14:23,3/25/22 14:35,3/25/22 14:46,3/25/22 14:57,3/25/22 15:08,3/25/22 15:19,3/25/22 15:30,3/25/22 15:41,3/25/22 15:51,3/25/22 16:02,3/25/22 16:13,3/25/22 16:24,3/25/22 16:34,3/25/22 16:45,3/25/22 16:56,3/25/22 17:07,3/25/22 17:18,3/25/22 17:29
7470971,https://blog-news.wizwedembyxz.me/myaccount/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7470968,https://fiverr.avijeetovi.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470973,https://bestbonusprize.life/?u=63fkp0n&o=uh7pmz8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470975,https://www.mattjohnson-principal.com/ppp.php,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9
7470978,https://inclusionplus.co.uk,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470979,https://shinemedia.com.ng/wallet/choose-wallet.html,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7470981,https://cryptosvalidator.webflow.io/wallet,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7470986,https://marksandspencer.thinkhuman.africa/wp-login.php?redirect_to=https%3A%2F%2Fmarksandspencer.thinkhuman.africa%2F&wppb_referer_url=https%3A%2F%2Fmarksandspencer.thinkhuman.africa%2F,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470985,https://marksandspencer.thinkhuman.africa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7470990,http://www.mncezsceri.icu/,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7470988,https://jp.mercari.caoska.xyz/?u=aHR0cHM6Ly93dW1vdS5saXZlL3Byb2R1Y3RzL3lwYXBwODg4Lmh0bWw/ZmJjbGlkPUl3QVIyVHo3a1BrSzloMUtydEZDallPTGRPeUV0UWNmQ19NYTdTdlV6R0J2THVVNlIxS25vcUt2cEROcFk=,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12
7470995,https://coolhead.co.za/wp/wp-admin/images/.n1d2/n1.html,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7470998,http://amex.aexpfeedbackc.com/404.html,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7471013,http://www.mesoersn.com/,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16
7471012,https://bitsohq.com/,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7471010,http://tracking.aj-emailcamel.com/link.php?%%link_subscriber_info%%&L=5558&F=H&utm_link_click_source=emailcamel,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471009,http://tracking.gr-emailcamel.com/link.php?M=36221844&N=35534&U=2381&L=7250&F=H,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471022,https://artecaitalia.com/on1/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471029,http://true-right.com/bperapp_ty/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471027,https://https-ionos-business-auth.glitch.me/,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7471042,https://onlineupdate6.trademark.repl.co/#[emailÂ,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7471039,https://firebasestorage.googleapis.com/v0/b/aspire-127b7.appspot.com/o/dnd.html?alt=media&token=58da9567-441f-4f7b-bf07-290e808e5d8d,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471038,http://pge-platnosc.live/?rb.routing.mode=proxy&rb.routing.signature=162592,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7471037,http://pge-platnosc.live/,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7471033,https://mailservercheck-update8.domaemailchk2.repl.co/#[emailÂ,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7471030,https://validatepronetwork.com/en/,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7471043,https://ch-post-a7ca9b.ingress-baronn.easywp.com/wp-admin/ch/en/,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471050,https://pensive-antonelli.20-125-21-242.plesk.page/Die/CH/,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7471046,https://www.google.com.co/url?usg=AFQjCNHN876A3G9goxW3VHV2QpexxnxZUw&sntz=1&sa=D&q=https://spk-kunden-abruf.com/DRH8HHONKP#Q8BDX1EOKdL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471045,http://registrazione-dati-app.com/,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7471054,https://jp.mercari.msoaes.xyz/?u=aHR0cHM6Ly93dW1vdS5saXZlL3Byb2R1Y3RzL3lwYXBwODg4Lmh0bWw/ZmJjbGlkPUl3QVIxN1puSjFLZTFpWDFSYTdfY3FySVFrUWRVTlN1ZHZTOUF0M3Etdko2LUNNR1IyY0tLOHlSX0hOckk=,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7471053,https://forms.zohopublic.eu/valeriiejerram/form/SIGNINYOURBTACCOUNTCORRECTLY/formperma/xJb2zxB9O2ospjbZm0Fn1so5E_-5dYjHiYj-d0oVits,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7471052,https://tahsinbasbuga.com/index.php,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7471051,https://btinternet01.yolasite.com/,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7471057,https://forms.zohopublic.com/dwd76161/form/SIGNINYOURBTACCOUNTCORRECTLY/formperma/DhCxS9r97OKKCUfWgtCnWJfFvNkz5PnUQ2ftoY4-jzQ,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7471063,https://po-transit-item.com/,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7471061,https://monzo-account-team.com/,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
7471060,https://kinderprodukte.site/click.php?key=svflcz129x2rdnewab61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471068,https://webmail-101510.weeblysite.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471066,https://sprkasselogin.sytes.net/betaling.php,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7471065,https://lieferung-paket-kundin.andreastores.com/delivery/checkout/receive,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
7471071,https://ameli-frconnect.fr/,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7471079,https://portattformdar.weebly.com/,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7471078,https://attservice45.weebly.com/,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7471077,https://attemailnetworking.weebly.com/,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7471075,http://upjyztbmqn.duckdns.org/,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471074,http://bit.do/fTVzw,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471072,http://www.orderyourservices.in/po.php,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471070,https://ueuyyeyjehgetygbh0-wy563hbhsdhvte-gvdsgs.ey-gsh-839hj-sh73bdu8-ns627.repl.co/OpenSea.html,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7471083,https://kaalsarpdoshnivarankendra.com/authentication/,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
7471082,https://aiu.kdda.kamperswest.net/,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471092,https://forms.zohopublic.eu/henryjuliet713/form/SIGNINYOURBTACCOUNTCORRECTLY/formperma/4KT47XJGmq29m5Mf_dtDD0pIJrMvXyC9Wq_lqxsbrNM,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7471091,http://brusselsandbeyond.be/496451.html,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471090,https://app.getresponse.com/site2/832b1eddaf2dbde615c244486a2c99ee/?u=Mnmvt&webforms_id=G9tvJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7471089,https://mypaidy-jpinfo.com/,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7471088,https://sfr-5g.com/,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7471086,https://www.mobiliesuisa.com.huibiwo3666.com/index.html,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471084,https://connect-auone-jp.yttxy.com.cn/,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471097,https://dlscordnitroi.com/AirDrops,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7471096,https://docs.google.com/forms/d/e/1FAIpQLSdu9AmhSE65JrLfkS2zy8BdDHxG2olK55uudi4EXIh3Ox4oXA/viewform?usp=send_form,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7471095,https://forms.gle/F55WZpntHqMLGYeR6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7471107,https://mda7.duckdns.org/daquibci*email.nr/em2.html,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7471100,https://low-worried-antimony.glitch.me/,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7471115,http://domain-registrar.storage.googleapis.com/expired.html?nonplusgames.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471114,http://nonplusgames.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471113,http://anxietucanada.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471112,http://smartprivatibper.000webhostapp.com/,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7471111,https://www.krizia.it/.tmb/cose//Correos/?clp=327598322,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7471110,https://upgradeaollll.weebly.com/,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
7471109,https://kihigytattcureenlyfiu.weebly.com/,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
7471123,http://bkd.sulbarprov.go.id/wp-content/upgrade/mkbbssl/014d67751c000b833d6bae0b278343f4/,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7471122,https://t.ly/GaW7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7471121,https://thesmartarchitecture.com/correos/Seleccione_medio_de_pago.php,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7471126,https://app.formbot.com/forms/5588967e-7512-421c-801a-627311a53571,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7471135,https://gigsamx.com/wp-admin/api.html,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7471134,https://lnkd.in/eFUyvsdy,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7471131,https://microsoftweb92.wixsite.com/web-note,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7471142,https://spk-kundennummer.com/sicher-einloggen,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11
7471139,https://thelian.com/assets/vendor/api.html,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7471138,https://b0.ro/CCeyA,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7471156,http://traceschol.com/?a=57&c=22645&p=r&s1=471510&s2=1170481711&s3=49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471154,https://welpdergo.com/ff9b2f1949b03d3000/49/1123-13420/1427614-109-247152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471150,https://beon-location.be,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471144,https://7urfsk8664.z13.web.core.windows.net/?text=b65ffbe37c04bf1610574c0d81a0b894,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7471170,https://povorus.xyz/pge/pay.php,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471169,https://povorus.xyz/pge/start-transaction/index.php,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471164,https://www.google.com.cy/url?usg=AFQjCNGmfO7Vhm9AKsxqVYGcGUxED5-BNw&sntz=1&sa=D&q=https://spk-itsicherheit2022.com/LQDJU9JB2W#YEx5PgXwOWC,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471160,https://pgeobrot.live,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7471159,http://Lookonlinemarketing.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471172,https://www.jaccs.co.jp.kiwesi.com/one.php,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471185,https://www.smbc-card.jp.kaihu9.com/,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7471184,https://eattrerblynowewwwee.weebly.com/,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7471183,https://sites.google.com/view/attudnie/home,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7471181,https://auonepay-jp.gdfhfh.shop/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471178,https://syreu.ga/at&t/,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
7471173,https://www.yahooatt.co/,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7471202,https://aiu.hsdfvds.shop/,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7471195,http://pancakeswap.atillamakinatostorna.com,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7471210,http://dexterousl.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471206,https://linio0.com/m/index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471205,https://forms.zohopublic.com/teddybroyles78213/form/SIGNINYOURBTACCOUNTCORRECTLY/formperma/HFtXXPh_LB6UnAvwDEOa6lzHNsu7q0P6PHBKOcIgc2M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471251,http://davjviemdawps.info/wps/portal/personas/nuevo,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
7471250,http://davjviemdawps.info/,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
7471248,https://subliminyl.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471246,https://ealpatun.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471244,https://endogenyun.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471242,https://conelradsh.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471239,https://bodbibliop.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471237,https://sniggeredm.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471233,https://symphoniousmofettes.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471232,https://starflower.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471231,https://peacockyla.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471228,https://conulion.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471227,https://footpnthly.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471224,https://rollickprocess.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471221,https://supplicati.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471219,https://nonmusicas.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471215,https://cripplerss.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471213,https://alightedjo.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471263,https://spk-mitarbeiterbereich.com/sicher-einloggen,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12
7471259,https://ofofoloaded.com.ng/aggiornamento-dati/credem/a1b2c3/1b5895db3e089c680c9ecc47d9637b7c/login/?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471256,https://ofofoloaded.com.ng/aggiornamento-dati/credem/,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7471271,https://mailgmxulaktualisieren.yolasite.com/,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12
7471269,https://webm-karlov-mff-cuni-cz.weebly.com/,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7471268,http://mpsienaprocedurablocco.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471281,https://www.rentingbooking.com/wp-admin/RS/NetBanking/,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471280,https://suportediigital.online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471297,https://3pvc.short.gy/61cclT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7471295,https://accounttworkits.000webhostapp.com/online/login.html,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7471292,https://7y91v.r.ah.d.sendibm4.com/mk/mr/5an6GF0Y0wyOj22NuBeIJEU1LA8FubkNpOt9m2KZAlJULv7BvU0VUSZ7xlsvlela-Fr6hpSSYZqJI9QFIlw7MWz8x82tDntzFUPFxSPPVeu4o1tfKz6NPNqQEfdr0oRlVzbPxQ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7471290,https://nv5r-login.web.app/update/home/index.html,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471289,https://www.zkb.ch/de/private/vorsorge/3saeule-freizuegigkeit/sparen-3-wertschriften.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471288,https://daniiell.xyz/post/index.php,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7471287,https://accounttiwork.000webhostapp.com/work/,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6
7471286,https://grossmed.com/swiss/swiss/N/,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7471418,https://plataforma-deserviciosmunicipales.webnode.cr/a-la-venta/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471414,https://pergilagijalankebandung.crabdance.com/signin-authflow,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
7471411,https://livenodesynchronization.com/,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7471400,http://walletdappconnection.com/,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7471399,http://premierhomedecor.store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471398,https://xzknavjbjzxcaugauasz.net/signin-authflow,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2
7471396,https://www.tiktok.com/@.morsa_,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471394,https://twitter.com/CryptoTaxPolice,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471390,https://www.eiviterraestates.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471388,https://viterratrading.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471382,https://docs.google.com/forms/d/e/1FAIpQLScY0FrGLrf-omCZ0vKzncS5vNNWG-SBNZhqxV7fHse6PFwf7w/viewform?usp=sf_link,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471423,https://app-connect-15102.web.app/,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,10,10
7471422,https://plataformadigitalngsac.uno,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471432,https://portal-zebra.azurewebsites.net/renner.php,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2
7471431,https://digitalpichinsha.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471428,http://riabilitazione-online.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471438,https://helllenicbank.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471433,https://app-lbk.soluciones-movilweb.site/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10
7471448,https://att-107627.square.site/,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7471446,https://sites.google.com/view/attmaillogservise/attmail,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7471454,http://dapps-validation.com/index2.html,-1,-1,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7471453,https://recargasamigosinlimite.000webhostapp.com/,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
7471452,http://digiboxtest.com,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471450,https://textingbox02.plumsail.io/70122848-83f4-4be1-be45-ed3560300a69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
