ID,URL,3/30/22 13:13,3/30/22 13:23,3/30/22 13:34,3/30/22 13:44,3/30/22 13:54,3/30/22 14:04,3/30/22 14:14,3/30/22 14:24,3/30/22 14:35,3/30/22 14:45,3/30/22 14:55,3/30/22 15:05,3/30/22 15:15,3/30/22 15:25,3/30/22 15:36,3/30/22 15:46,3/30/22 15:57,3/30/22 16:07
7473996,https://redirectlandbankphlogin.on.drv.tw/landbank/?64051824JOIFSJXXNUO5PFbhx3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7473993,https://sangodepnhat.com/wp-admin/includes/webtech/account/N/index,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7473992,https://dpd-group-enregistrement-en-ligne-ss.weebly.com/,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7474011,http://31.14.238.117/gPZL6QSk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7474010,https://biswapexchange.ubpages.com/,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7474009,https://www2.aenouzscn.icu,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
7474007,https://au-pay.cn/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7474005,https://apps-connect.xyz/index.html,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
7474013,https://www.deflikingdoms.org/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7474012,http://loocalbticoin.com/,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
7474016,http://mod-attiv-db.com/,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
7474014,https://www.polygoin.site/,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
7474022,https://forms.zohopublic.eu/kiirby74/form/SIGNINYOURBTACCOUNTHERECORRECTLY/formperma/TOwxQR8L8waPYsjquAJNXWhW0owYrxuSIEnsb_gO0ng,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7474020,http://data-food.com/op/sqr/mg.html,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7474019,http://data-food.com/gf-c/?7NGf-YW209wBOwyv74,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
7474025,https://mydepot-track-status.com/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7474032,http://kapholdings.co.za/,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7474029,https://user-deny.com/Login.php,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
7474040,https://sties-alifa.ac.id/crda/lS/uY/H4iVH0pW.zip,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
7474044,https://grupourbano.com.pe/bdl/bdldz.html,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7474041,https://ark-2022.net/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7474047,https://s3.amazonaws.com/appforest_uf/f1648459068618x402302252027532540/cameo_script.html#[emailÂ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7474053,https://forms.zohopublic.com/boyclohe5/form/SIGNINYOURACCOUNTCORRECTLY/formperma/-ZncTZj3jXGAc0CJB2K24d5vBIEcX9jjyHp0fVNhVao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7474050,https://zerouno6.ch/1/,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18
