phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
7490514,https://aiu.oinapaiy.opwxa.club/,http://www.phishtank.com/phish_detail.php?phish_id=7490514,2022-04-17T12:33:30+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490512,http://santander-esfera.com,http://www.phishtank.com/phish_detail.php?phish_id=7490512,2022-04-17T11:40:37+00:00,yes,2022-04-17T11:52:52+00:00,yes,Other
7490511,http://www.navyfedrewad.com/mkb/1/MKB/mu.php,http://www.phishtank.com/phish_detail.php?phish_id=7490511,2022-04-17T11:37:25+00:00,yes,2022-04-17T11:52:52+00:00,yes,Other
7490510,https://amow-auoneo-jp.cuwrpvk.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490510,2022-04-17T11:33:24+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490509,https://amow-auoneo-jp.dfickme.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490509,2022-04-17T11:33:00+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490508,https://amow-auoneo-jp.dhwkfro.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490508,2022-04-17T11:32:29+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490507,https://amow-auoneo-jp.ydberpn.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490507,2022-04-17T11:31:45+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490506,https://amow-auoneo-jp.fqialul.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490506,2022-04-17T11:31:05+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490505,https://amow-auoneo-jp.ymzipmr.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490505,2022-04-17T11:30:40+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490504,https://amow-auoneo-jp.xzexrap.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490504,2022-04-17T11:30:14+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490503,https://amow-auoneo-jp.wysbnar.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490503,2022-04-17T11:29:45+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490502,https://amow-auoneo-jp.xmzeydt.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490502,2022-04-17T11:29:10+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490501,https://amow-auoneo-jp.xekbtru.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490501,2022-04-17T11:28:40+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490500,https://amow-auoneo-jp.whzesjt.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490500,2022-04-17T11:28:07+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490499,https://aupayo-auoneo-jp.uzifyea.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490499,2022-04-17T11:27:40+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490498,https://aupayo-auoneo-jp.vtwehess.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490498,2022-04-17T11:27:12+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490497,https://aupayo-auoneo-jp.vmsesty.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490497,2022-04-17T11:26:47+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490496,https://aupayo-auoneo-jp.urkufbwo.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490496,2022-04-17T11:26:22+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490495,https://aupayo-auoneo-jp.sjtluig.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490495,2022-04-17T11:25:47+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490494,https://aupayo-auoneo-jp.ucjfwoa.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490494,2022-04-17T11:25:08+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490493,https://aupayo-auoneo-jp.siomtnd.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490493,2022-04-17T11:24:37+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490492,https://aupayo-auoneo-jp.sbfrvzx.cn/,http://www.phishtank.com/phish_detail.php?phish_id=7490492,2022-04-17T11:23:57+00:00,yes,2022-04-17T12:43:01+00:00,yes,Other
7490488,https://forms.zoho.eu/armandb622/form/SIGNINYOURBTACCOUNTCORRECTLY,http://www.phishtank.com/phish_detail.php?phish_id=7490488,2022-04-17T10:54:36+00:00,yes,2022-04-17T11:21:34+00:00,yes,Other
7490487,https://forms.zohopublic.eu/moosue2/form/SIGNINYOURBTACCOUNTCORRECTLY/formperma/DaLr43tbkjZjhHx7uVopfuMgeTdUBig2nUfrMS5gP94,http://www.phishtank.com/phish_detail.php?phish_id=7490487,2022-04-17T10:53:17+00:00,yes,2022-04-17T11:21:34+00:00,yes,Other
7490484,http://pancakeswapgift.rocks,http://www.phishtank.com/phish_detail.php?phish_id=7490484,2022-04-17T10:18:01+00:00,yes,2022-04-17T10:22:06+00:00,yes,Other
7490483,https://fixdapps.xyz/,http://www.phishtank.com/phish_detail.php?phish_id=7490483,2022-04-17T10:12:15+00:00,yes,2022-04-17T10:22:06+00:00,yes,Other
7490479,http://check-chat-invite-2022.ml,http://www.phishtank.com/phish_detail.php?phish_id=7490479,2022-04-17T10:00:55+00:00,yes,2022-04-17T10:12:28+00:00,yes,WhatsApp
7490480,http://check-grupos-chat.tk,http://www.phishtank.com/phish_detail.php?phish_id=7490480,2022-04-17T10:00:55+00:00,yes,2022-04-17T10:12:28+00:00,yes,WhatsApp
7490481,http://grupbokep-indo2022.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490481,2022-04-17T10:00:55+00:00,yes,2022-04-17T10:12:28+00:00,yes,WhatsApp
7490482,http://grub-wa-khusus-dewasa.terbaru99.cf,http://www.phishtank.com/phish_detail.php?phish_id=7490482,2022-04-17T10:00:55+00:00,yes,2022-04-17T10:12:28+00:00,yes,WhatsApp
7490477,http://grup-okep226.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490477,2022-04-17T10:00:54+00:00,yes,2022-04-17T10:12:28+00:00,yes,WhatsApp
7490478,http://join-whatsaaplink.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490478,2022-04-17T10:00:54+00:00,yes,2022-04-17T10:12:28+00:00,yes,WhatsApp
7490476,http://grupviral-terbaru872.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490476,2022-04-17T10:00:35+00:00,yes,2022-04-17T10:12:28+00:00,yes,Facebook
7490472,http://vidioica.kozow.com,http://www.phishtank.com/phish_detail.php?phish_id=7490472,2022-04-17T10:00:33+00:00,yes,2022-04-17T10:12:28+00:00,yes,Facebook
7490473,http://hot-viral2022.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490473,2022-04-17T10:00:33+00:00,yes,2022-04-17T10:12:28+00:00,yes,Facebook
7490474,http://api-panelfianhost.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490474,2022-04-17T10:00:33+00:00,yes,2022-04-17T10:12:28+00:00,yes,Facebook
7490475,http://viral-2022-terbaruy.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490475,2022-04-17T10:00:33+00:00,yes,2022-04-17T10:12:28+00:00,yes,Facebook
7490471,http://skingratisff-terbaru8721.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490471,2022-04-17T10:00:10+00:00,yes,2022-04-17T10:12:28+00:00,yes,Other
7490469,http://klaimitemeventtfreefire-terbary2022.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490469,2022-04-17T10:00:09+00:00,yes,2022-04-17T10:12:28+00:00,yes,Other
7490470,http://gratis-spin-2022ff.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490470,2022-04-17T10:00:09+00:00,yes,2022-04-17T10:12:28+00:00,yes,Other
7490467,http://tencentgive-skin.my.id,http://www.phishtank.com/phish_detail.php?phish_id=7490467,2022-04-17T10:00:08+00:00,yes,2022-04-17T10:12:28+00:00,yes,Other
7490468,http://gratis-spin-2022.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490468,2022-04-17T10:00:08+00:00,yes,2022-04-17T10:12:28+00:00,yes,Other
7490466,http://klaim-codashop-terbaru0.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7490466,2022-04-17T09:59:58+00:00,yes,2022-04-17T10:12:28+00:00,yes,Other
7490465,http://centralizedappconnects.com/en/wallets.html,http://www.phishtank.com/phish_detail.php?phish_id=7490465,2022-04-17T09:58:14+00:00,yes,2022-04-17T10:03:07+00:00,yes,Other
7490464,http://centralizedappconnect.com/en/wallets.html,http://www.phishtank.com/phish_detail.php?phish_id=7490464,2022-04-17T09:52:16+00:00,yes,2022-04-17T10:03:07+00:00,yes,Other
7490463,https://nutriversalhub.com/desh/,http://www.phishtank.com/phish_detail.php?phish_id=7490463,2022-04-17T09:51:27+00:00,yes,2022-04-17T10:03:07+00:00,yes,"JPMorgan Chase and Co."
7490462,https://secu03jp-chs.com/web/56313f10e/Signinc,http://www.phishtank.com/phish_detail.php?phish_id=7490462,2022-04-17T09:51:02+00:00,yes,2022-04-17T10:03:07+00:00,yes,"JPMorgan Chase and Co."
7490461,https://vode.hr/wp/clients/login.php,http://www.phishtank.com/phish_detail.php?phish_id=7490461,2022-04-17T09:50:52+00:00,yes,2022-04-17T10:03:07+00:00,yes,Netflix
7490460,https://xfinity.serveirc.com/,http://www.phishtank.com/phish_detail.php?phish_id=7490460,2022-04-17T09:50:21+00:00,yes,2022-04-17T10:03:07+00:00,yes,Comcast
7490459,https://hubdrive.cc/base/css/web/web/,http://www.phishtank.com/phish_detail.php?phish_id=7490459,2022-04-17T09:49:59+00:00,yes,2022-04-17T10:03:07+00:00,yes,"JPMorgan Chase and Co."
7490458,https://erickgodelmft.com/,http://www.phishtank.com/phish_detail.php?phish_id=7490458,2022-04-17T09:49:50+00:00,yes,2022-04-17T10:03:07+00:00,yes,Other
7490457,https://www.facti.mx/respaldo/attachments/other/pdf/crawled/login,http://www.phishtank.com/phish_detail.php?phish_id=7490457,2022-04-17T09:49:30+00:00,yes,2022-04-17T10:03:07+00:00,yes,"Wells Fargo"
7490456,http://padelmania.ro/wp-admin/review/amend/equip/login.php?cmd=login_submit&id=MTU4NjUzNTAyNA==MTU4NjUzNTAyNA==&session=MTU4NjUzNTAyNA==MTU4NjUzNTAyNA==,http://www.phishtank.com/phish_detail.php?phish_id=7490456,2022-04-17T09:49:19+00:00,yes,2022-04-17T10:03:07+00:00,yes,"Wells Fargo"
7490455,http://padelmania.ro/wp-admin/review/amend/equip/,http://www.phishtank.com/phish_detail.php?phish_id=7490455,2022-04-17T09:49:18+00:00,yes,2022-04-17T10:03:07+00:00,yes,"Wells Fargo"
7490454,https://p.kkr.social/,http://www.phishtank.com/phish_detail.php?phish_id=7490454,2022-04-17T09:49:02+00:00,yes,2022-04-17T10:03:07+00:00,yes,Facebook
7490453,https://wp.asrofashion.com/bo/bd/SignOn/login/?country.x=US&locale.x=en_US,http://www.phishtank.com/phish_detail.php?phish_id=7490453,2022-04-17T09:48:38+00:00,yes,2022-04-17T10:03:07+00:00,yes,"Bank of America Corporation"
7490452,https://wp.asrofashion.com/bo/bd/SignOn,http://www.phishtank.com/phish_detail.php?phish_id=7490452,2022-04-17T09:48:36+00:00,yes,2022-04-17T10:03:07+00:00,yes,"Bank of America Corporation"
7490451,http://wirtualny-temat.pl/video1/,http://www.phishtank.com/phish_detail.php?phish_id=7490451,2022-04-17T09:48:17+00:00,yes,2022-04-17T09:52:21+00:00,yes,Facebook
7490450,https://watannws.com/system/us/verification/payment.php,http://www.phishtank.com/phish_detail.php?phish_id=7490450,2022-04-17T09:47:48+00:00,yes,2022-04-17T09:52:21+00:00,yes,Other
7490449,http://ofertasvillefort.com.br/secure02/,http://www.phishtank.com/phish_detail.php?phish_id=7490449,2022-04-17T09:47:39+00:00,yes,2022-04-17T09:52:21+00:00,yes,"JPMorgan Chase and Co."
7490448,https://electyo.com/netf/Netflix269/,http://www.phishtank.com/phish_detail.php?phish_id=7490448,2022-04-17T09:47:23+00:00,yes,2022-04-17T10:03:07+00:00,yes,Netflix
7490447,http://societe-info-generale-verfication-obligatoire.taikoinstruments.com/sg/Error.php,http://www.phishtank.com/phish_detail.php?phish_id=7490447,2022-04-17T09:47:15+00:00,yes,2022-04-17T09:52:21+00:00,yes,"Soci̩t̩ G̩n̩rale"
7490446,https://sweetgracecandle.com/wells/wf/detail.php,http://www.phishtank.com/phish_detail.php?phish_id=7490446,2022-04-17T09:46:52+00:00,yes,2022-04-17T09:52:21+00:00,yes,"Wells Fargo"
7490445,https://espaceclientnetflix.com/,http://www.phishtank.com/phish_detail.php?phish_id=7490445,2022-04-17T09:46:33+00:00,yes,2022-04-17T10:03:07+00:00,yes,Netflix
7490444,https://wuaisoaneu.com/,http://www.phishtank.com/phish_detail.php?phish_id=7490444,2022-04-17T09:46:05+00:00,yes,2022-04-17T09:52:21+00:00,yes,Other
7490442,https://wordpress-75974-0.cloudclusters.net/home/login,http://www.phishtank.com/phish_detail.php?phish_id=7490442,2022-04-17T09:45:49+00:00,yes,2022-04-17T09:52:21+00:00,yes,PayPal
7490443,http://wordpress-75974-0.cloudclusters.net/home/login/,http://www.phishtank.com/phish_detail.php?phish_id=7490443,2022-04-17T09:45:49+00:00,yes,2022-04-17T09:52:21+00:00,yes,PayPal
7490441,http://netflixsubs.dns.army/,http://www.phishtank.com/phish_detail.php?phish_id=7490441,2022-04-17T09:45:35+00:00,yes,2022-04-17T09:52:21+00:00,yes,Netflix
7490440,https://amirparpia.com/chasebank/,http://www.phishtank.com/phish_detail.php?phish_id=7490440,2022-04-17T09:44:44+00:00,yes,2022-04-17T09:52:21+00:00,yes,"JPMorgan Chase and Co."
7490439,https://alatta.org.ye/file/sg/73490/,http://www.phishtank.com/phish_detail.php?phish_id=7490439,2022-04-17T09:44:28+00:00,yes,2022-04-17T09:52:21+00:00,yes,"Soci̩t̩ G̩n̩rale"
7490436,https://www1.for-update-vcard.shop,http://www.phishtank.com/phish_detail.php?phish_id=7490436,2022-04-17T09:08:48+00:00,yes,2022-04-17T09:12:21+00:00,yes,Other
7490435,https://www.jp.for-update-vcard.shop/,http://www.phishtank.com/phish_detail.php?phish_id=7490435,2022-04-17T09:05:03+00:00,yes,2022-04-17T09:12:21+00:00,yes,Other
7490434,https://www1.today-update-vcard.shop,http://www.phishtank.com/phish_detail.php?phish_id=7490434,2022-04-17T09:01:00+00:00,yes,2022-04-17T09:12:21+00:00,yes,Other
7490433,https://www.s.for-update-vcard.shop/,http://www.phishtank.com/phish_detail.php?phish_id=7490433,2022-04-17T08:58:33+00:00,yes,2022-04-17T09:12:21+00:00,yes,Other
7490432,https://accessreward.web.app/#/,http://www.phishtank.com/phish_detail.php?phish_id=7490432,2022-04-17T08:55:19+00:00,yes,2022-04-17T09:12:21+00:00,yes,Other
7490431,https://www.jp.today-update-vcard.shop/,http://www.phishtank.com/phish_detail.php?phish_id=7490431,2022-04-17T08:54:15+00:00,yes,2022-04-17T09:12:21+00:00,yes,Other
7490430,https://www.s.today-update-vcard.shop/,http://www.phishtank.com/phish_detail.php?phish_id=7490430,2022-04-17T08:50:18+00:00,yes,2022-04-17T09:03:09+00:00,yes,Other
7490429,http://yellowcardapp.com,http://www.phishtank.com/phish_detail.php?phish_id=7490429,2022-04-17T08:33:03+00:00,yes,2022-04-17T08:42:12+00:00,yes,Other
7490425,https://azuki-beanz.events/,http://www.phishtank.com/phish_detail.php?phish_id=7490425,2022-04-17T07:26:20+00:00,yes,2022-04-17T07:37:24+00:00,yes,Other
7490393,https://claim-beanz.net/,http://www.phishtank.com/phish_detail.php?phish_id=7490393,2022-04-17T05:15:55+00:00,yes,2022-04-17T05:22:22+00:00,yes,Other
7490392,http://azukiairdropofficial.com,http://www.phishtank.com/phish_detail.php?phish_id=7490392,2022-04-17T05:10:28+00:00,yes,2022-04-17T05:13:33+00:00,yes,Other
7490391,https://accountvalidation.pages.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7490391,2022-04-17T04:58:34+00:00,yes,2022-04-17T05:13:33+00:00,yes,Other
7490389,https://drop-azuki.app/,http://www.phishtank.com/phish_detail.php?phish_id=7490389,2022-04-17T04:50:36+00:00,yes,2022-04-17T04:52:35+00:00,yes,Other
7490388,https://ninneko.site/,http://www.phishtank.com/phish_detail.php?phish_id=7490388,2022-04-17T04:44:55+00:00,yes,2022-04-17T04:52:35+00:00,yes,Other
