ID,URL,3/25/22 10:26,3/25/22 10:37,3/25/22 10:49,3/25/22 11:00,3/25/22 11:10,3/25/22 11:21,3/25/22 11:34,3/25/22 11:45,3/25/22 11:55,3/25/22 12:06,3/25/22 12:17,3/25/22 12:28,3/25/22 12:39,3/25/22 12:49,3/25/22 13:00,3/25/22 13:11,3/25/22 13:22,3/25/22 13:32,3/25/22 13:43,3/25/22 13:54,3/25/22 14:04,3/25/22 14:15
7471172,https://www.jaccs.co.jp.kiwesi.com/one.php,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10
7471185,https://www.smbc-card.jp.kaihu9.com/,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
7471184,https://eattrerblynowewwwee.weebly.com/,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11
7471183,https://sites.google.com/view/attudnie/home,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7471181,https://auonepay-jp.gdfhfh.shop/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471178,https://syreu.ga/at&t/,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12
7471173,https://www.yahooatt.co/,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8
7471202,https://aiu.hsdfvds.shop/,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8
7471195,http://pancakeswap.atillamakinatostorna.com,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7471210,http://dexterousl.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471206,https://linio0.com/m/index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471205,https://forms.zohopublic.com/teddybroyles78213/form/SIGNINYOURBTACCOUNTCORRECTLY/formperma/HFtXXPh_LB6UnAvwDEOa6lzHNsu7q0P6PHBKOcIgc2M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471251,http://davjviemdawps.info/wps/portal/personas/nuevo,-1,0,0,0,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19
7471250,http://davjviemdawps.info/,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
7471248,https://subliminyl.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471246,https://ealpatun.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471244,https://endogenyun.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471242,https://conelradsh.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471239,https://bodbibliop.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471237,https://sniggeredm.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471233,https://symphoniousmofettes.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471232,https://starflower.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471231,https://peacockyla.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471228,https://conulion.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471227,https://footpnthly.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471224,https://rollickprocess.pl/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471221,https://supplicati.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471219,https://nonmusicas.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471215,https://cripplerss.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471213,https://alightedjo.pl/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7471263,https://spk-mitarbeiterbereich.com/sicher-einloggen,0,0,0,0,0,0,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11
7471259,https://ofofoloaded.com.ng/aggiornamento-dati/credem/a1b2c3/1b5895db3e089c680c9ecc47d9637b7c/login/?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471256,https://ofofoloaded.com.ng/aggiornamento-dati/credem/,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9
7471271,https://mailgmxulaktualisieren.yolasite.com/,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,13,13,13,13,13,13,13,13,13,13
7471269,https://webm-karlov-mff-cuni-cz.weebly.com/,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6
7471268,http://mpsienaprocedurablocco.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471281,https://www.rentingbooking.com/wp-admin/RS/NetBanking/,0,0,0,0,0,0,0,0,9,9,10,10,10,10,10,10,10,10,10,10,10,10
7471280,https://suportediigital.online,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471297,https://3pvc.short.gy/61cclT,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7471295,https://accounttworkits.000webhostapp.com/online/login.html,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9
7471292,https://7y91v.r.ah.d.sendibm4.com/mk/mr/5an6GF0Y0wyOj22NuBeIJEU1LA8FubkNpOt9m2KZAlJULv7BvU0VUSZ7xlsvlela-Fr6hpSSYZqJI9QFIlw7MWz8x82tDntzFUPFxSPPVeu4o1tfKz6NPNqQEfdr0oRlVzbPxQ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7471290,https://nv5r-login.web.app/update/home/index.html,0,0,0,0,0,0,0,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10
7471289,https://www.zkb.ch/de/private/vorsorge/3saeule-freizuegigkeit/sparen-3-wertschriften.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471288,https://daniiell.xyz/post/index.php,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7471287,https://accounttiwork.000webhostapp.com/work/,0,0,0,0,0,0,0,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8
7471286,https://grossmed.com/swiss/swiss/N/,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
