domain_id,phish_id,domain_name,activity_img,activity_req,open_code,virus_total_score,virus_total_engines,ip_address,ip_country,registrant_country,registrar,time,awg_id,awg_date_discovered
11,-,https://prgm2022.github.io/prgm.com/,active,active,-,12,"['CRDF', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'BitDefender', 'G-Data']",185.199.111.153,US,,,"03/21/2022, 18:26:45",95545015,1647403200
12,-,https://www.agency-register.shop/,inactive,active,-,1,['Segasec'],13.250.255.10,SG,,,"03/21/2022, 18:26:45",95544823,1647880084
13,-,http://exoduslogin.com,active,active,-,0,[],87.249.43.21,RU,US,ERANET INTERNATIONAL LIMITED,"03/21/2022, 18:26:45",7439306,Feb 9th 2022 6:00 AM
14,-,https://auonepay-jp.mdvnf.shop/,inactive,active,-,0,[],204.44.98.99,US,,,"03/21/2022, 18:26:45",7468522,Mar 21st 2022 9:38 PM
15,-,https://cajarequipaserv.com/,inactive,active,-,0,[],67.205.12.251,US,US,DREAMHOST,"03/21/2022, 18:26:45",7468516,Mar 21st 2022 9:14 PM
16,-,https://href.li/?https://www.irs.gov/newsroom/irs2goapp,inactive,active,-,0,[],192.0.78.26,US,,,"03/21/2022, 18:26:45",7468515,Mar 21st 2022 9:13 PM
17,-,https://resolve-irs.com/forms,active,active,-,6,"['Emsisoft', 'Webroot', 'Kaspersky', 'Segasec', 'Netcraft']",185.212.70.24,US,,Hello Internet Corp,"03/21/2022, 18:26:45",7468514,Mar 21st 2022 9:13 PM
18,-,https://www2.aonecoc.icu,active,active,-,13,"['Sophos', 'Fortinet', 'Lionic', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Netcraft', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker']",107.172.76.170,US,US,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,"03/21/2022, 18:26:45",7468510,Mar 21st 2022 9:02 PM
19,-,https://swisspost-9f5cd0.ingress-earth.easywp.com/webapps/manage/,active,active,-,1,['Webroot'],63.250.43.128,US,IS,NAMECHEAP INC,"03/21/2022, 18:26:45",7468509,Mar 21st 2022 8:56 PM
20,-,https://php.betadelivery.com/owa/?client-request-id=YWRyaWFuLnJvZ2dAdmlzZWNhLmNo#url=https%3A%2F%2Fowa.viseca.ch%2Fowa%2F,active,active,-,6,"['SafeToOpen', 'Emsisoft', 'Webroot', 'Avira', 'Netcraft']",162.213.248.54,US,IN,"GoDaddy.com, LLC","03/21/2022, 18:26:45",7468504,Mar 21st 2022 8:56 PM
21,-,https://s3.wasabisys.com/pdf56/live82.html,active,active,-,12,"['Comodo Valkyrie Verdict', 'OpenPhish', 'Fortinet', 'SafeToOpen', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Netcraft', 'Phishing Database', 'Forcepoint ThreatSeeker', 'ESET']",38.27.106.53,US,US,"Cloudflare, Inc.","03/21/2022, 18:39:04",95545107,1647403200
22,-,https://skyeservicing.com/craster/Odrivex/index.php,active,active,-,17,"['Sophos', 'CRDF', 'Fortinet', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",64.31.7.182,US,US,"TurnCommerce, Inc. DBA NameBright.com","03/21/2022, 18:39:04",95545105,1647576000
23,-,https://golurbherlv-org.azurewebsites.net/passs.php?&locale.x=nl_188.166.98.249f32b30c2a289bfca2c9857ffc5871ac8,inactive,inactive,-,17,"['Sophos', 'CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",20.40.202.36,US,,,"03/21/2022, 18:39:04",95545097,1647403200
24,-,https://www.imqmusic.com/banquepostale-franceservoce/login/login.php,active,active,-,18,"['AlienVault', 'Sophos', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",107.180.3.167,US,US,"GoDaddy.com, LLC","03/21/2022, 18:39:04",95545095,1647489600
25,-,https://fotocesme.com//invoice/a/index.html,inactive,active,-,19,"['AlienVault', 'Sophos', 'CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",85.95.228.125,TR,TR,"IHS Telekom, Inc","03/21/2022, 18:39:04",95545084,1647576000
26,-,https://onepowerpoint.s3.eu-north-1.amazonaws.com/ind3x.html,active,active,-,0,No data,52.95.171.36,SE,US,"MarkMonitor, Inc.","03/21/2022, 18:39:04",95545058,1647316800
27,-,https://redirecdions-securip.duckdns.org/ren/28fad927899943b/region.php?particulier=,active,active,-,18,"['Sophos', 'CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'SafeToOpen', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",164.92.65.82,US,,,"03/21/2022, 18:39:04",95545055,1647576000
28,-,https://keiplanning.conohawing.com/byu.78tvvjksdy.ppol/authorize_client_id:02mx9sfl-slkq-l024-xlbt-pxmt3s6bgzhk_mga3s0j6wpuv5f27xe1zkrhotln4ybi8d9cqh46iwsxk2apycr9fb8mzu30t7g1jdol5vnqekc2yq3tjxi9bdrngphzsm8eul0ow715f6v4a?data=c3BlYWtvdXRuYWdwdXJAdGltZXNncm91cC5jb20=,active,active,-,0,No data,118.27.122.148,JP,JP,"GMO INTERNET, INC.","03/21/2022, 18:39:04",95545047,1647489600
29,-,https://coxupdates.github.io/coxmailupdates/Cox_Account_%20Billing_Update.htm,active,active,-,16,"['CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",185.199.110.153,US,,,"03/21/2022, 18:39:04",95545042,1647316800
30,-,http://portal.microsoftonline-outlook.com/section1.html,active,active,-,13,"['Sophos', 'CRDF', 'Fortinet', 'Lionic', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'BitDefender', 'G-Data', 'Certego']",50.31.246.2,US,US,"Amazon Registrar, Inc.","03/21/2022, 18:39:04",95545030,1647403200
31,-,https://prgm2022.github.io/prgm.com/,active,active,-,12,"['CRDF', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'BitDefender', 'G-Data']",185.199.111.153,US,,,"03/21/2022, 18:39:04",95545015,1647403200
32,-,https://www.agency-register.shop/,inactive,active,-,1,['Segasec'],13.250.255.10,SG,,,"03/21/2022, 18:39:04",95544823,1647880084
33,-,http://exoduslogin.com,active,active,-,0,[],87.249.43.21,RU,US,ERANET INTERNATIONAL LIMITED,"03/21/2022, 18:39:04",7439306,Feb 9th 2022 6:00 AM
34,-,https://auonepay-jp.mdvnf.shop/,inactive,active,-,0,[],204.44.98.99,US,,,"03/21/2022, 18:39:04",7468522,Mar 21st 2022 9:38 PM
35,-,https://cajarequipaserv.com/,inactive,active,-,0,[],67.205.12.251,US,US,DREAMHOST,"03/21/2022, 18:39:04",7468516,Mar 21st 2022 9:14 PM
36,-,https://href.li/?https://www.irs.gov/newsroom/irs2goapp,inactive,active,-,0,[],192.0.78.26,US,,,"03/21/2022, 18:39:04",7468515,Mar 21st 2022 9:13 PM
37,-,https://resolve-irs.com/forms,active,active,-,6,"['Emsisoft', 'Webroot', 'Kaspersky', 'Segasec', 'Netcraft']",185.212.70.24,US,,Hello Internet Corp,"03/21/2022, 18:39:04",7468514,Mar 21st 2022 9:13 PM
38,-,https://www2.aonecoc.icu,active,active,-,13,"['Sophos', 'Fortinet', 'Lionic', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Netcraft', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker']",107.172.76.170,US,US,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,"03/21/2022, 18:39:04",7468510,Mar 21st 2022 9:02 PM
39,-,https://swisspost-9f5cd0.ingress-earth.easywp.com/webapps/manage/,active,active,-,1,['Webroot'],63.250.43.128,US,IS,NAMECHEAP INC,"03/21/2022, 18:39:04",7468509,Mar 21st 2022 8:56 PM
40,-,https://php.betadelivery.com/owa/?client-request-id=YWRyaWFuLnJvZ2dAdmlzZWNhLmNo#url=https%3A%2F%2Fowa.viseca.ch%2Fowa%2F,active,active,-,6,"['SafeToOpen', 'Emsisoft', 'Webroot', 'Avira', 'Netcraft']",162.213.248.54,US,IN,"GoDaddy.com, LLC","03/21/2022, 18:39:04",7468504,Mar 21st 2022 8:56 PM
41,-,https://s3.wasabisys.com/pdf56/live82.html,active,active,-,12,"['Comodo Valkyrie Verdict', 'OpenPhish', 'Fortinet', 'SafeToOpen', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Netcraft', 'Phishing Database', 'Forcepoint ThreatSeeker', 'ESET']",38.27.106.53,US,US,"Cloudflare, Inc.","03/21/2022, 18:52:26",95545107,1647403200
42,-,https://skyeservicing.com/craster/Odrivex/index.php,active,active,-,17,"['Sophos', 'CRDF', 'Fortinet', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",64.31.7.182,US,US,"TurnCommerce, Inc. DBA NameBright.com","03/21/2022, 18:52:26",95545105,1647576000
43,-,https://golurbherlv-org.azurewebsites.net/passs.php?&locale.x=nl_188.166.98.249f32b30c2a289bfca2c9857ffc5871ac8,inactive,inactive,-,17,"['Sophos', 'CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",20.40.202.36,US,,,"03/21/2022, 18:52:26",95545097,1647403200
44,-,https://www.imqmusic.com/banquepostale-franceservoce/login/login.php,active,active,-,18,"['AlienVault', 'Sophos', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",107.180.3.167,US,US,"GoDaddy.com, LLC","03/21/2022, 18:52:26",95545095,1647489600
45,-,https://fotocesme.com//invoice/a/index.html,inactive,active,-,19,"['AlienVault', 'Sophos', 'CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",85.95.228.125,TR,TR,"IHS Telekom, Inc","03/21/2022, 18:52:26",95545084,1647576000
46,-,https://onepowerpoint.s3.eu-north-1.amazonaws.com/ind3x.html,active,active,-,0,No data,52.95.171.8,SE,US,"MarkMonitor, Inc.","03/21/2022, 18:52:26",95545058,1647316800
47,-,https://redirecdions-securip.duckdns.org/ren/28fad927899943b/region.php?particulier=,active,active,-,18,"['Sophos', 'CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'SafeToOpen', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",164.92.65.82,US,,,"03/21/2022, 18:52:26",95545055,1647576000
48,-,https://keiplanning.conohawing.com/byu.78tvvjksdy.ppol/authorize_client_id:02mx9sfl-slkq-l024-xlbt-pxmt3s6bgzhk_mga3s0j6wpuv5f27xe1zkrhotln4ybi8d9cqh46iwsxk2apycr9fb8mzu30t7g1jdol5vnqekc2yq3tjxi9bdrngphzsm8eul0ow715f6v4a?data=c3BlYWtvdXRuYWdwdXJAdGltZXNncm91cC5jb20=,active,active,-,0,No data,118.27.122.148,JP,JP,"GMO INTERNET, INC.","03/21/2022, 18:52:26",95545047,1647489600
49,-,https://coxupdates.github.io/coxmailupdates/Cox_Account_%20Billing_Update.htm,active,active,-,16,"['CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",185.199.110.153,US,,,"03/21/2022, 18:52:26",95545042,1647316800
50,-,http://portal.microsoftonline-outlook.com/section1.html,active,active,-,13,"['Sophos', 'CRDF', 'Fortinet', 'Lionic', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'BitDefender', 'G-Data', 'Certego']",50.31.246.2,US,US,"Amazon Registrar, Inc.","03/21/2022, 18:52:26",95545030,1647403200
51,-,https://prgm2022.github.io/prgm.com/,active,active,-,12,"['CRDF', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'BitDefender', 'G-Data']",185.199.111.153,US,,,"03/21/2022, 18:52:26",95545015,1647403200
52,-,https://www.agency-register.shop/,inactive,active,-,1,['Segasec'],13.250.255.10,SG,,,"03/21/2022, 18:52:26",95544823,1647880084
53,-,http://exoduslogin.com,active,active,-,0,[],87.249.43.21,RU,US,ERANET INTERNATIONAL LIMITED,"03/21/2022, 18:52:26",7439306,Feb 9th 2022 6:00 AM
54,-,https://auonepay-jp.mdvnf.shop/,inactive,active,-,0,[],204.44.98.99,US,,,"03/21/2022, 18:52:26",7468522,Mar 21st 2022 9:38 PM
55,-,https://cajarequipaserv.com/,inactive,active,-,0,[],67.205.12.251,US,US,DREAMHOST,"03/21/2022, 18:52:26",7468516,Mar 21st 2022 9:14 PM
56,-,https://href.li/?https://www.irs.gov/newsroom/irs2goapp,inactive,active,-,0,[],192.0.78.26,US,,,"03/21/2022, 18:52:26",7468515,Mar 21st 2022 9:13 PM
57,-,https://resolve-irs.com/forms,inactive,active,-,6,"['Emsisoft', 'Webroot', 'Kaspersky', 'Segasec', 'Netcraft']",185.212.70.24,US,,Hello Internet Corp,"03/21/2022, 18:52:26",7468514,Mar 21st 2022 9:13 PM
58,-,https://www2.aonecoc.icu,active,active,-,13,"['Sophos', 'Fortinet', 'Lionic', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Netcraft', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker']",107.172.76.170,US,US,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,"03/21/2022, 18:52:26",7468510,Mar 21st 2022 9:02 PM
59,-,https://swisspost-9f5cd0.ingress-earth.easywp.com/webapps/manage/,active,active,-,1,['Webroot'],63.250.43.128,US,IS,NAMECHEAP INC,"03/21/2022, 18:52:26",7468509,Mar 21st 2022 8:56 PM
60,-,https://php.betadelivery.com/owa/?client-request-id=YWRyaWFuLnJvZ2dAdmlzZWNhLmNo#url=https%3A%2F%2Fowa.viseca.ch%2Fowa%2F,active,active,-,6,"['SafeToOpen', 'Emsisoft', 'Webroot', 'Avira', 'Netcraft']",162.213.248.54,US,IN,"GoDaddy.com, LLC","03/21/2022, 18:52:26",7468504,Mar 21st 2022 8:56 PM
61,-,https://s3.wasabisys.com/pdf56/live82.html,active,active,-,12,"['Comodo Valkyrie Verdict', 'OpenPhish', 'Fortinet', 'SafeToOpen', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Netcraft', 'Phishing Database', 'Forcepoint ThreatSeeker', 'ESET']",38.27.106.53,US,US,"Cloudflare, Inc.","03/21/2022, 19:05:41",95545107,1647403200
62,-,https://skyeservicing.com/craster/Odrivex/index.php,active,active,-,17,"['Sophos', 'CRDF', 'Fortinet', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",64.31.7.182,US,US,"TurnCommerce, Inc. DBA NameBright.com","03/21/2022, 19:05:41",95545105,1647576000
63,-,https://golurbherlv-org.azurewebsites.net/passs.php?&locale.x=nl_188.166.98.249f32b30c2a289bfca2c9857ffc5871ac8,inactive,inactive,-,17,"['Sophos', 'CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",20.40.202.36,US,,,"03/21/2022, 19:05:41",95545097,1647403200
64,-,https://www.imqmusic.com/banquepostale-franceservoce/login/login.php,active,active,-,18,"['AlienVault', 'Sophos', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",107.180.3.167,US,US,"GoDaddy.com, LLC","03/21/2022, 19:05:41",95545095,1647489600
65,-,https://fotocesme.com//invoice/a/index.html,inactive,active,-,19,"['AlienVault', 'Sophos', 'CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",85.95.228.125,TR,TR,"IHS Telekom, Inc","03/21/2022, 19:05:41",95545084,1647576000
66,-,https://onepowerpoint.s3.eu-north-1.amazonaws.com/ind3x.html,active,active,-,0,No data,52.95.171.44,SE,US,"MarkMonitor, Inc.","03/21/2022, 19:05:41",95545058,1647316800
67,-,https://redirecdions-securip.duckdns.org/ren/28fad927899943b/region.php?particulier=,active,unknown,-,18,"['Sophos', 'CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'Google Safebrowsing', 'SafeToOpen', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",164.92.65.82,US,,,"03/21/2022, 19:05:41",95545055,1647576000
68,-,https://keiplanning.conohawing.com/byu.78tvvjksdy.ppol/authorize_client_id:02mx9sfl-slkq-l024-xlbt-pxmt3s6bgzhk_mga3s0j6wpuv5f27xe1zkrhotln4ybi8d9cqh46iwsxk2apycr9fb8mzu30t7g1jdol5vnqekc2yq3tjxi9bdrngphzsm8eul0ow715f6v4a?data=c3BlYWtvdXRuYWdwdXJAdGltZXNncm91cC5jb20=,active,active,-,0,No data,118.27.122.148,JP,JP,"GMO INTERNET, INC.","03/21/2022, 19:05:41",95545047,1647489600
69,-,https://coxupdates.github.io/coxmailupdates/Cox_Account_%20Billing_Update.htm,active,active,-,16,"['CRDF', 'Fortinet', 'alphaMountain.ai', 'Lionic', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'Phishing Database', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",185.199.110.153,US,,,"03/21/2022, 19:05:41",95545042,1647316800
70,-,http://portal.microsoftonline-outlook.com/section1.html,active,active,-,13,"['Sophos', 'CRDF', 'Fortinet', 'Lionic', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'BitDefender', 'G-Data', 'Certego']",50.31.246.2,US,US,"Amazon Registrar, Inc.","03/21/2022, 19:05:41",95545030,1647403200
71,-,https://prgm2022.github.io/prgm.com/,active,active,-,12,"['CRDF', 'Lionic', 'Google Safebrowsing', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Segasec', 'Netcraft', 'BitDefender', 'G-Data']",185.199.111.153,US,,,"03/21/2022, 19:05:41",95545015,1647403200
72,-,https://www.agency-register.shop/,inactive,active,-,1,['Segasec'],13.250.192.238,SG,,,"03/21/2022, 19:05:41",95544823,1647880084
73,-,http://exoduslogin.com,active,active,-,0,[],87.249.43.21,RU,US,ERANET INTERNATIONAL LIMITED,"03/21/2022, 19:05:41",7439306,Feb 9th 2022 6:00 AM
74,-,https://auonepay-jp.mdvnf.shop/,inactive,active,-,0,[],204.44.98.99,US,,,"03/21/2022, 19:05:41",7468522,Mar 21st 2022 9:38 PM
75,-,https://cajarequipaserv.com/,inactive,active,-,0,[],67.205.12.251,US,US,DREAMHOST,"03/21/2022, 19:05:41",7468516,Mar 21st 2022 9:14 PM
76,-,https://href.li/?https://www.irs.gov/newsroom/irs2goapp,inactive,active,-,0,[],192.0.78.26,US,,,"03/21/2022, 19:05:41",7468515,Mar 21st 2022 9:13 PM
77,-,https://resolve-irs.com/forms,active,active,-,6,"['Emsisoft', 'Webroot', 'Kaspersky', 'Segasec', 'Netcraft']",185.212.70.24,US,,Hello Internet Corp,"03/21/2022, 19:05:41",7468514,Mar 21st 2022 9:13 PM
78,-,https://www2.aonecoc.icu,active,active,-,14,"['Sophos', 'Fortinet', 'Lionic', 'CyRadar', 'Emsisoft', 'Webroot', 'Avira', 'Kaspersky', 'Netcraft', 'BitDefender', 'G-Data', 'Forcepoint ThreatSeeker', 'ESET']",107.172.76.170,US,US,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,"03/21/2022, 19:05:41",7468510,Mar 21st 2022 9:02 PM
79,-,https://swisspost-9f5cd0.ingress-earth.easywp.com/webapps/manage/,active,active,-,1,['Webroot'],63.250.43.128,US,IS,NAMECHEAP INC,"03/21/2022, 19:05:41",7468509,Mar 21st 2022 8:56 PM
80,-,https://php.betadelivery.com/owa/?client-request-id=YWRyaWFuLnJvZ2dAdmlzZWNhLmNo#url=https%3A%2F%2Fowa.viseca.ch%2Fowa%2F,active,active,-,6,"['SafeToOpen', 'Emsisoft', 'Webroot', 'Avira', 'Netcraft']",162.213.248.54,US,IN,"GoDaddy.com, LLC","03/21/2022, 19:05:41",7468504,Mar 21st 2022 8:56 PM
